,Current,3/31/2024,12/31/2023,9/30/2023,6/30/2023,3/31/2023
Market Cap,4.97M ,3.20M ,3.09M ,3.42M ,2.61M ,3.45M 
Enterprise Value,24.38M ,22.22M ,22.61M ,4.39M ,4.01M ,3.46M 
Trailing P/E,-- ,-- ,-- ,-- ,-- ,-- 
Forward P/E,-- ,-- ,-- ,-- ,-- ,-- 
PEG Ratio (5yr expected),-- ,-- ,-- ,-- ,-- ,-- 
Price/Sales,0.94 ,813.00 ,911.88 ,8.68 ,2.87 ,2.28 
Price/Book,0.34 ,-- ,-- ,-- ,-- ,1.07 
Enterprise Value/Revenue,10.35k ,10.35k ,10.26k ,17.74 ,6.36 ,1.85 
Enterprise Value/EBITDA,-0.66 ,-- ,-- ,-6.57 ,-2.65 ,-3.80 
