,Current,7/31/2024,4/30/2024,1/31/2024,10/31/2023,7/31/2023
Market Cap,4.52B ,4.78B ,5.07B ,5.01B ,3.33B ,4.54B 
Enterprise Value,9.89B ,9.93B ,10.02B ,10.84B ,8.87B ,9.93B 
Trailing P/E,25.08 ,576.00 ,48.50 ,7.47 ,4.51 ,4.40 
Forward P/E,6.00 ,6.15 ,7.06 ,6.35 ,4.13 ,6.03 
PEG Ratio (5yr expected),0.11 ,0.11 ,0.12 ,-- ,-- ,-- 
Price/Sales,0.19 ,0.20 ,0.21 ,0.21 ,0.14 ,0.19 
Price/Book,1.05 ,1.14 ,1.23 ,1.21 ,0.79 ,1.09 
Enterprise Value/Revenue,0.42 ,0.42 ,0.42 ,0.45 ,0.36 ,0.40 
Enterprise Value/EBITDA,7.90 ,9.60 ,8.67 ,5.70 ,4.48 ,4.18 
